日付,曜日,予約件数,予約人数,来客数,総杯数,売上合計(円),ペールエール(本),ペールエール(円),ラガー(本),ラガー(円),IPA(本),IPA(円),ホワイトビール(本),ホワイトビール(円),黒ビール(本),黒ビール(円),フルーツビール(本),フルーツビール(円),平均気温(℃),天気概況(昼：06時～18時),降水量の合計(mm),合計全天日射量(MJ/㎡),最深積雪(cm),平均風速(m/s),平均蒸気圧(hPa),平均現地気圧(hPa),平均湿度(％),最大風速(m/s),最大瞬間風速(m/s),最高気温(℃),最低気温(℃),降雪量合計(cm),天気概況コード,曜日番号
2024-08-21,水,,,4,7,6600,1,1000,2,1600,1,900,1,900,1,1200,1,1000,28.3,曇時々晴,21.0,15.96,0.0,2.8,31.5,1010.0,83.0,7.0,11.5,33.6,24.6,0.0,19,2
2024-08-22,木,,,16,21,19600,5,5000,6,4800,3,2700,3,2700,2,2400,2,2000,27.5,その他,16.0,10.7,0.0,3.1,33.3,1009.8,91.0,6.2,9.9,30.5,25.1,0.0,0,3
2024-08-23,金,,,21,45,41900,12,12000,12,9600,7,6300,8,7200,4,4800,2,2000,28.9,曇後晴,0.0,15.72,0.0,4.0,32.9,1009.3,83.0,6.5,11.1,32.3,27.0,0.0,17,4
2024-08-24,土,,,9,22,20500,5,5000,5,4000,4,3600,3,2700,1,1200,4,4000,29.4,晴時々曇,1.0,20.21,0.0,3.2,32.7,1009.0,80.0,6.4,11.0,34.4,25.4,0.0,10,5
2024-08-26,月,,,13,23,21800,5,5000,6,4800,3,2700,3,2700,3,3600,3,3000,29.2,晴後一時薄曇,0.0,22.3,0.0,4.4,30.7,1009.4,76.0,7.7,12.4,33.6,25.9,0.0,7,0
2024-08-27,火,,,5,7,6600,1,1000,2,1600,1,900,1,900,1,1200,1,1000,27.7,曇時々雨,30.0,15.11,0.0,4.7,31.7,1009.2,85.0,8.1,13.5,31.5,24.5,0.0,20,1
2024-08-28,水,,,11,20,18800,4,4000,5,4000,3,2700,3,2700,2,2400,3,3000,28.0,曇,0.0,13.2,0.0,3.5,30.7,1009.2,82.0,6.1,10.0,31.4,26.2,0.0,12,2
2024-08-29,木,,,7,11,10200,2,2000,3,2400,2,1800,2,1800,1,1200,1,1000,27.1,その他,23.0,10.52,0.0,2.7,31.7,1008.9,89.0,5.4,11.7,31.4,25.4,0.0,0,3
2024-08-30,金,,,6,12,11200,2,2000,3,2400,2,1800,2,1800,1,1200,2,2000,26.0,その他,84.0,2.72,0.0,3.2,33.4,1004.5,99.0,7.5,13.0,27.6,25.0,0.0,0,4
2024-08-31,土,,,4,8,7500,2,2000,2,1600,1,900,2,1800,1,1200,0,0,27.1,曇時々雨,15.5,11.15,0.0,3.6,34.2,1001.6,95.0,7.4,11.8,31.1,24.7,0.0,20,5
2024-09-02,月,,,17,28,25900,6,6000,7,5600,5,4500,6,5400,2,2400,2,2000,29.3,晴,0.0,22.33,0.0,4.9,32.3,1005.9,80.0,9.0,13.8,34.1,25.4,0.0,3,0
2024-09-03,火,,,11,13,12200,2,2000,3,2400,2,1800,2,1800,1,1200,3,3000,24.9,曇時々雨,9.5,5.22,0.0,2.8,27.8,1008.0,88.0,5.9,10.8,27.4,23.3,0.0,20,1
2024-09-04,水,,,18,32,29900,6,6000,9,7200,4,3600,5,4500,3,3600,5,5000,25.4,晴時々曇,0.0,17.52,0.0,2.9,24.4,1007.8,76.0,5.1,9.6,30.0,22.8,0.0,10,2
2024-09-05,木,,,14,21,19900,5,5000,4,3200,3,2700,4,3600,2,2400,3,3000,26.7,晴,0.0,19.13,0.0,2.5,26.5,1006.4,76.0,4.8,7.4,31.8,22.4,0.0,3,3
2024-09-06,金,,,29,55,51200,12,12000,13,10400,8,7200,10,9000,3,3600,9,9000,28.3,晴一時薄曇,0.0,20.85,0.0,2.2,29.6,1007.8,78.0,4.6,7.5,33.5,24.6,0.0,5,4
2024-09-07,土,,,17,36,33700,6,6000,10,8000,6,5400,5,4500,4,4800,5,5000,28.7,晴後一時薄曇,0.0,18.43,0.0,2.5,31.1,1010.7,80.0,6.0,9.7,33.8,25.8,0.0,7,5
2024-09-09,月,,,13,22,20600,5,5000,6,4800,4,3600,4,3600,3,3600,0,0,28.3,晴,2.5,15.48,0.0,2.6,30.5,1013.0,80.0,7.2,11.8,33.7,25.2,0.0,3,0
2024-09-10,火,,,19,26,24500,6,6000,6,4800,5,4500,4,3600,3,3600,2,2000,28.6,晴,0.0,20.13,0.0,2.8,31.5,1015.1,82.0,5.8,8.9,33.7,24.5,0.0,3,1
2024-09-11,水,,,17,26,24900,5,5000,8,6400,5,4500,6,5400,3,3600,0,0,29.6,晴,0.0,20.12,0.0,3.0,32.4,1014.9,79.0,6.7,10.1,34.2,26.3,0.0,3,2
2024-09-12,木,,,14,31,28800,6,6000,7,5600,5,4500,7,6300,2,2400,4,4000,29.6,晴,0.0,16.87,0.0,3.1,32.4,1012.2,79.0,6.2,10.1,34.5,26.8,0.0,3,3
2024-09-13,金,,,20,37,34500,7,7000,10,8000,6,5400,5,4500,3,3600,6,6000,29.6,晴,0.0,17.44,0.0,3.8,30.2,1007.2,73.0,6.2,10.6,33.9,26.5,0.0,3,4
2024-09-14,土,,,10,22,20400,4,4000,6,4800,4,3600,4,3600,2,2400,2,2000,29.5,晴,0.0,19.52,0.0,4.4,30.4,1007.0,74.0,7.8,13.7,34.5,26.3,0.0,3,5
2024-09-16,月,,,13,26,24600,5,5000,6,4800,4,3600,4,3600,3,3600,4,4000,25.7,曇一時雨,2.0,5.23,0.0,2.6,29.4,1014.7,89.0,4.7,8.3,28.3,23.9,0.0,14,0
2024-09-17,火,,,18,22,20900,6,6000,5,4000,3,2700,2,1800,2,2400,4,4000,27.7,晴一時曇,0.0,18.67,0.0,2.5,29.3,1012.5,79.0,5.9,8.7,33.4,23.3,0.0,4,1
2024-09-18,水,,,8,16,14800,3,3000,4,3200,3,2700,3,2700,1,1200,2,2000,28.8,その他,2.5,14.78,0.0,2.2,32.0,1011.2,82.0,4.6,8.5,35.1,24.8,0.0,0,2
2024-09-19,木,,,14,23,21200,4,4000,7,5600,4,3600,4,3600,2,2400,2,2000,27.7,その他,0.0,12.69,0.0,1.7,30.8,1012.5,84.0,4.0,6.7,33.6,24.7,0.0,0,3
2024-09-20,金,,,24,42,39000,7,7000,10,8000,9,8100,7,6300,3,3600,6,6000,29.4,晴後一時薄曇,0.0,13.71,0.0,2.2,31.3,1009.0,77.0,4.8,8.6,33.9,25.5,0.0,7,4
2024-09-21,土,,,16,24,22200,4,4000,6,4800,6,5400,4,3600,2,2400,2,2000,28.5,薄曇,0.0,10.98,0.0,3.3,29.3,1005.4,76.0,5.9,11.6,32.6,24.0,0.0,21,5
2024-09-23,月,,,10,19,18200,4,4000,4,3200,3,2700,3,2700,3,3600,2,2000,22.6,その他,8.0,14.02,0.0,3.5,21.3,1010.6,79.0,6.1,14.5,27.7,19.7,0.0,0,0
2024-09-24,火,,,17,28,26500,7,7000,7,5600,4,3600,3,2700,3,3600,4,4000,20.9,晴時々曇,0.0,13.23,0.0,3.1,16.7,1016.7,68.0,5.3,10.7,25.3,17.7,0.0,10,1
2024-09-25,水,,,8,13,12600,3,3000,2,1600,2,1800,2,1800,2,2400,2,2000,20.4,曇時々雨,4.5,8.44,0.0,2.9,19.7,1013.8,82.0,4.9,11.1,23.7,17.9,0.0,20,2
2024-09-26,木,,,17,23,21600,7,7000,6,4800,4,3600,2,1800,2,2400,2,2000,24.1,晴時々曇,0.5,14.0,0.0,2.5,24.2,1011.0,82.0,5.5,8.4,29.1,19.4,0.0,10,3
2024-09-27,金,,,18,33,31600,7,7000,8,6400,4,3600,4,3600,5,6000,5,5000,23.3,雨時々曇,8.0,3.27,0.0,2.1,27.3,1009.6,95.0,4.7,7.6,24.8,22.4,0.0,28,4
2024-09-28,土,,,15,32,30700,8,8000,6,4800,6,5400,5,4500,5,6000,2,2000,24.0,曇,0.0,9.26,0.0,2.1,24.8,1012.2,84.0,3.9,7.7,27.4,21.8,0.0,12,5
2024-09-30,月,,,10,16,15300,5,5000,3,2400,3,2700,2,1800,2,2400,1,1000,22.7,曇時々雨,0.0,7.82,0.0,2.1,20.8,1014.8,76.0,3.8,6.6,25.3,20.5,0.0,20,0
2024-10-01,火,,,10,16,15200,4,4000,4,3200,2,1800,2,1800,2,2400,2,2000,23.3,曇一時雨,0.5,11.45,0.0,2.6,23.4,1006.0,81.0,6.2,10.5,26.6,20.1,0.0,14,1
2024-10-02,水,,,18,31,29400,6,6000,7,5600,4,3600,4,3600,3,3600,7,7000,26.5,晴時々薄曇,0.0,18.32,0.0,2.9,26.0,1007.9,77.0,7.0,12.5,31.9,22.0,0.0,11,2
2024-10-03,木,,,10,17,16000,3,3000,5,4000,2,1800,2,1800,2,2400,3,3000,23.1,曇時々雨,11.0,5.88,0.0,2.7,24.6,1015.9,87.0,5.9,9.7,25.4,21.6,0.0,20,3
2024-10-04,金,,,14,27,25000,5,5000,7,5600,5,4500,5,4500,2,2400,3,3000,25.9,曇一時雨,2.0,12.6,0.0,3.5,28.6,1015.4,87.0,7.1,16.6,30.4,22.3,0.0,14,4
2024-10-05,土,,,8,15,14300,3,3000,3,2400,3,2700,2,1800,2,2400,2,2000,21.3,その他,9.5,1.88,0.0,2.5,23.9,1018.4,94.0,4.9,9.2,24.5,18.9,0.0,0,5
2024-10-07,月,,,15,29,27100,4,4000,7,5600,4,3600,5,4500,2,2400,7,7000,25.0,晴時々曇,0.0,14.99,0.0,2.9,26.0,1008.9,83.0,7.3,12.3,29.9,20.7,0.0,10,0
2024-10-08,火,,,5,9,8500,2,2000,2,1600,2,1800,1,900,1,1200,1,1000,18.8,雨,33.5,1.98,0.0,3.0,21.3,1008.9,97.0,5.4,9.6,25.3,15.1,0.0,26,1
2024-10-09,水,,,3,5,4800,1,1000,1,800,1,900,1,900,1,1200,0,0,16.0,その他,53.5,3.58,0.0,2.9,16.9,1009.3,93.0,4.7,10.9,17.7,14.9,0.0,0,2
2024-10-10,木,,,8,12,11200,3,3000,3,2400,2,1800,2,1800,1,1200,1,1000,17.8,曇,0.0,7.52,0.0,2.6,15.4,1009.8,75.0,4.1,8.8,22.1,15.2,0.0,12,3
2024-10-11,金,,,17,33,31000,7,7000,8,6400,5,4500,5,4500,3,3600,5,5000,19.0,薄曇,0.0,16.14,0.0,1.9,15.1,1013.1,69.0,4.7,8.2,24.3,14.3,0.0,21,4
2024-10-12,土,,,17,32,30400,8,8000,6,4800,6,5400,6,5400,4,4800,2,2000,20.6,晴,0.0,16.44,0.0,1.9,17.4,1019.0,73.0,3.9,7.8,25.8,16.4,0.0,3,5
2024-10-14,月,,,12,22,20900,6,6000,4,3200,4,3600,3,2700,2,2400,3,3000,20.8,晴,0.0,16.02,0.0,2.3,17.4,1022.6,71.0,4.2,8.0,26.4,16.8,0.0,3,0
2024-10-15,火,,,14,21,19600,6,6000,6,4800,3,2700,3,2700,2,2400,1,1000,22.1,晴,0.0,16.53,0.0,2.2,18.9,1020.3,72.0,4.4,6.6,26.6,17.9,0.0,3,1
2024-10-16,水,,,17,22,21000,4,4000,5,4000,3,2700,3,2700,3,3600,4,4000,22.6,曇,0.0,8.5,0.0,1.5,20.6,1017.3,76.0,2.7,4.8,26.4,19.0,0.0,12,2
2024-10-17,木,,,12,22,21100,5,5000,5,4000,3,2700,2,1800,3,3600,4,4000,22.8,曇一時雨,0.0,8.1,0.0,2.3,22.0,1020.0,79.0,4.5,7.9,26.0,20.7,0.0,14,3
2024-10-18,金,,,14,24,22600,5,5000,5,4000,4,3600,4,3600,2,2400,4,4000,21.6,曇時々雨,2.0,3.27,0.0,1.8,23.8,1019.5,92.0,3.1,6.1,22.9,20.5,0.0,20,4
2024-10-19,土,,,9,16,14900,3,3000,4,3200,2,1800,3,2700,1,1200,3,3000,24.2,曇,1.5,11.29,0.0,2.7,25.1,1009.2,84.0,5.7,11.1,30.1,21.2,0.0,12,5
2024-10-21,月,,,10,13,12200,3,3000,3,2400,2,1800,2,1800,1,1200,2,2000,16.2,晴時々曇,0.0,12.31,0.0,2.7,11.2,1029.2,61.0,5.3,8.2,20.5,11.5,0.0,10,0
2024-10-22,火,,,18,31,29300,6,6000,7,5600,5,4500,6,5400,4,4800,3,3000,19.7,晴時々曇,0.0,12.02,0.0,1.9,16.0,1022.1,69.0,4.4,7.9,24.4,14.5,0.0,10,1
2024-10-23,水,,,15,23,21700,5,5000,5,4000,4,3600,3,2700,2,2400,4,4000,21.9,曇時々雨,6.5,4.24,0.0,2.3,23.8,1012.3,90.0,6.8,11.6,24.8,18.8,0.0,20,2
2024-10-24,木,,,13,17,16300,3,3000,3,2400,2,1800,3,2700,2,2400,4,4000,22.6,曇一時晴,0.0,9.18,0.0,2.2,21.5,1013.5,79.0,4.5,7.5,26.3,19.8,0.0,13,3
2024-10-25,金,,,19,42,40300,9,9000,10,8000,7,6300,4,3600,7,8400,5,5000,20.2,曇一時雨,0.5,3.61,0.0,2.4,18.2,1021.1,77.0,4.2,7.8,21.8,18.3,0.0,14,4
2024-10-26,土,,,13,26,24800,6,6000,6,4800,5,4500,3,2700,4,4800,2,2000,19.0,曇,0.0,3.9,0.0,1.7,17.6,1019.1,80.0,3.0,5.3,20.7,17.2,0.0,12,5
2024-10-28,月,,,8,12,11000,3,3000,4,3200,2,1800,2,1800,1,1200,0,0,18.8,曇一時雨,8.0,3.54,0.0,1.9,18.8,1006.4,87.0,3.4,6.5,20.7,17.2,0.0,14,0
2024-10-29,火,,,4,6,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,15.4,曇後雨,24.5,2.79,0.0,2.9,13.7,1017.4,79.0,5.8,9.7,18.8,12.4,0.0,18,1
2024-10-30,水,,,4,6,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,16.8,その他,17.5,9.07,0.0,3.2,14.8,1012.4,79.0,7.0,15.4,22.4,12.6,0.0,0,2
2024-10-31,木,,,14,19,17800,5,5000,6,4800,2,1800,2,1800,2,2400,2,2000,16.2,薄曇,0.0,11.86,0.0,2.0,11.8,1021.9,65.0,3.8,7.1,20.2,12.9,0.0,21,3
2024-11-01,金,,,23,49,45700,11,11000,14,11200,9,8100,8,7200,6,7200,1,1000,17.0,曇一時晴,0.5,9.25,0.0,1.4,14.6,1020.8,76.0,3.6,5.4,21.9,12.1,0.0,13,4
2024-11-02,土,,,3,5,4800,1,1000,1,800,1,900,1,900,1,1200,0,0,16.0,雨,33.5,1.62,0.0,1.9,18.0,1009.9,99.0,4.2,8.4,16.9,14.9,0.0,26,5
2024-11-04,月,,,16,21,19800,6,6000,6,4800,3,2700,3,2700,3,3600,0,0,17.2,晴,0.0,13.32,0.0,2.4,13.9,1016.8,71.0,5.9,10.5,22.9,11.4,0.0,3,0
2024-11-05,火,,,19,28,26800,6,6000,5,4000,4,3600,4,3600,3,3600,6,6000,16.6,曇一時晴,0.0,8.28,0.0,2.3,13.7,1013.4,73.0,5.3,9.3,19.6,13.5,0.0,13,1
2024-11-06,水,,,11,19,18300,5,5000,4,3200,3,2700,2,1800,3,3600,2,2000,14.4,曇後一時晴,0.5,5.48,0.0,2.1,11.7,1012.6,71.0,4.0,8.3,16.5,12.2,0.0,15,2
2024-11-07,木,,,16,31,30100,8,8000,5,4000,4,3600,5,4500,5,6000,4,4000,13.4,快晴,0.0,14.46,0.0,3.8,7.9,1019.9,52.0,8.3,15.4,18.0,10.7,0.0,2,3
2024-11-08,金,,,15,30,28700,7,7000,8,6400,4,3600,5,4500,6,7200,0,0,11.8,晴一時曇,0.0,11.82,0.0,2.1,7.8,1025.7,57.0,4.0,8.0,15.8,8.2,0.0,4,4
2024-11-09,土,,,14,28,27100,7,7000,6,4800,5,4500,4,3600,6,7200,0,0,12.7,その他,0.0,12.22,0.0,2.2,9.1,1025.8,63.0,4.1,7.6,17.5,7.8,0.0,0,5
2024-11-11,月,,,11,22,21100,6,6000,4,3200,4,3600,3,2700,3,3600,2,2000,16.3,曇時々晴,0.5,6.51,0.0,1.6,15.8,1013.0,85.0,3.3,5.0,20.7,13.2,0.0,19,0
2024-11-12,火,,,17,31,30500,8,8000,9,7200,5,4500,4,3600,6,7200,0,0,16.3,晴時々曇,0.0,9.89,0.0,1.5,14.2,1012.5,77.0,4.3,8.4,21.3,11.8,0.0,10,1
2024-11-13,水,,,14,26,24600,8,8000,6,4800,5,4500,3,2700,3,3600,1,1000,16.5,晴,0.0,13.2,0.0,2.3,11.7,1016.8,63.0,4.5,8.3,20.8,12.6,0.0,3,2
2024-11-14,木,,,21,41,39200,9,9000,8,6400,7,6300,5,4500,5,6000,7,7000,15.8,曇一時晴,0.0,6.15,0.0,1.8,12.5,1020.6,69.0,3.2,5.7,18.2,11.9,0.0,13,3
2024-11-15,金,,,18,30,28600,7,7000,6,4800,5,4500,3,2700,3,3600,6,6000,15.9,曇一時雨,7.5,2.71,0.0,1.8,16.4,1015.9,91.0,3.7,5.6,17.7,13.8,0.0,14,4
2024-11-16,土,,,10,15,14200,4,4000,3,2400,4,3600,2,1800,2,2400,0,0,16.7,曇,0.0,6.43,0.0,2.3,14.3,1018.7,75.0,4.4,7.5,18.9,14.3,0.0,12,5
2024-11-18,月,,,18,26,24900,5,5000,5,4000,3,2700,4,3600,3,3600,6,6000,13.7,その他,0.0,4.1,0.0,3.3,9.3,1013.4,58.0,6.7,13.5,18.9,10.1,0.0,0,0
2024-11-19,火,,,19,32,31300,9,9000,7,5600,4,3600,3,2700,7,8400,2,2000,9.7,晴,0.0,12.62,0.0,3.2,5.8,1023.3,48.0,5.7,11.9,13.2,7.3,0.0,3,1
2024-11-20,水,,,7,8,7600,2,2000,2,1600,1,900,1,900,1,1200,1,1000,7.6,雨時々曇,5.5,3.48,0.0,2.5,8.5,1020.2,82.0,5.0,9.1,8.8,5.5,0.0,28,2
2024-11-21,木,,,12,23,21700,5,5000,6,4800,4,3600,3,2700,3,3600,2,2000,10.5,その他,6.5,4.65,0.0,1.8,12.5,1011.8,98.0,3.6,6.7,13.6,8.5,0.0,0,3
2024-11-22,金,,,19,33,31900,8,8000,6,4800,5,4500,4,3600,5,6000,5,5000,11.9,晴,0.0,12.16,0.0,1.6,11.1,1009.1,82.0,4.4,8.4,18.0,7.1,0.0,3,4
2024-11-23,土,,,5,8,7800,2,2000,2,1600,1,900,1,900,2,2400,0,0,12.0,晴,0.0,12.2,0.0,3.5,6.6,1014.4,48.0,8.2,14.2,16.0,8.4,0.0,3,5
2024-11-25,月,,,20,26,25700,7,7000,4,3200,3,2700,4,3600,6,7200,2,2000,9.9,快晴,0.0,12.47,0.0,2.0,7.0,1026.0,58.0,3.9,6.3,14.6,5.8,0.0,2,0
2024-11-26,火,,,10,17,16400,3,3000,4,3200,2,1800,2,1800,3,3600,3,3000,10.0,晴後曇,8.5,9.63,0.0,2.1,8.5,1020.2,70.0,4.1,6.8,14.5,5.6,0.0,8,1
2024-11-27,水,,,5,6,5800,2,2000,1,800,1,900,1,900,1,1200,0,0,14.5,晴時々曇,18.0,10.34,0.0,2.4,12.9,1003.0,79.0,6.5,12.2,20.1,9.3,0.0,10,2
2024-11-28,木,,,16,29,27900,7,7000,7,5600,5,4500,4,3600,6,7200,0,0,13.2,快晴,0.0,12.33,0.0,2.9,6.6,1002.4,45.0,6.2,12.1,18.3,9.4,0.0,2,3
2024-11-29,金,,,23,52,50900,13,13000,9,7200,8,7200,7,6300,11,13200,4,4000,11.4,晴,0.0,11.47,0.0,2.5,5.8,999.2,44.0,5.3,10.2,16.5,7.9,0.0,3,4
2024-11-30,土,,,17,31,30400,6,6000,5,4000,4,3600,4,3600,6,7200,6,6000,10.4,快晴,0.0,11.78,0.0,2.0,6.6,1001.3,54.0,4.8,7.7,16.7,5.7,0.0,2,5
2024-12-02,月,,,12,21,20100,6,6000,5,4000,3,2700,2,1800,3,3600,2,2000,11.4,晴一時曇,0.0,8.8,0.0,1.9,9.7,1014.8,72.0,3.3,7.5,16.8,7.6,0.0,4,0
2024-12-03,火,,,24,29,28400,6,6000,5,4000,5,4500,3,2700,6,7200,4,4000,11.9,快晴,0.0,11.41,0.0,1.8,10.5,1011.7,77.0,3.6,5.5,17.5,7.4,0.0,2,1
2024-12-04,水,,,17,33,31800,7,7000,6,4800,7,6300,3,2700,5,6000,5,5000,12.7,晴一時薄曇,0.0,11.35,0.0,2.0,8.6,1007.8,60.0,5.2,7.8,17.8,8.4,0.0,5,2
2024-12-05,木,,,12,15,14600,4,4000,3,2400,2,1800,2,1800,3,3600,1,1000,11.5,薄曇時々晴,0.0,9.01,0.0,1.7,7.4,1005.2,55.0,4.0,6.2,15.5,8.9,0.0,25,3
2024-12-06,金,,,27,49,47100,10,10000,11,8800,8,7200,7,6300,9,10800,4,4000,11.0,快晴,0.0,11.59,0.0,2.4,6.5,1006.1,51.0,5.4,8.8,16.7,5.2,0.0,2,4
2024-12-07,土,,,9,16,15700,3,3000,3,2400,2,1800,1,900,3,3600,4,4000,8.9,晴後一時曇,0.0,11.26,0.0,2.1,6.2,1009.5,55.0,4.0,6.8,12.4,5.9,0.0,6,5
2024-12-09,月,,,10,15,15800,5,5000,3,2400,3,2700,1,900,4,4800,0,0,7.7,快晴,0.0,11.7,0.0,2.8,4.8,1013.8,46.0,6.2,11.4,13.0,2.5,0.0,2,0
2024-12-10,火,,,18,30,29100,8,8000,5,4000,7,6300,2,1800,5,6000,3,3000,8.5,快晴,0.0,11.47,0.0,1.9,5.8,1013.3,53.0,3.8,6.9,13.8,4.4,0.0,2,1
2024-12-11,水,,,6,11,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,8.7,薄曇後晴,0.0,10.0,0.0,2.5,5.8,1010.1,52.0,6.3,11.4,13.5,5.4,0.0,24,2
2024-12-12,木,,,12,20,19400,5,5000,4,3200,2,1800,2,1800,3,3600,4,4000,7.1,晴,0.0,9.83,0.0,3.0,4.0,1013.6,40.0,5.7,11.8,10.8,4.3,0.0,3,3
2024-12-13,金,,,17,31,30600,9,9000,6,4800,3,2700,3,2700,7,8400,3,3000,5.3,薄曇一時晴,0.0,5.15,0.0,1.7,4.7,1011.5,53.0,3.7,6.1,8.4,1.2,0.0,22,4
2024-12-14,土,,,7,9,8800,2,2000,2,1600,1,900,1,900,2,2400,1,1000,7.2,晴,0.0,11.2,0.0,3.5,4.4,1007.3,44.0,8.1,15.8,12.3,3.5,0.0,3,5
2024-12-16,月,,,14,22,21700,5,5000,3,2400,3,2700,2,1800,4,4800,5,5000,7.7,快晴,0.0,11.26,0.0,1.6,6.0,1010.1,58.0,3.5,5.6,12.7,3.3,0.0,2,0
2024-12-17,火,,,14,22,21200,6,6000,4,3200,5,4500,3,2700,4,4800,0,0,8.0,快晴,0.0,11.09,0.0,1.9,6.4,1011.7,61.0,3.9,6.0,13.8,2.7,0.0,2,1
2024-12-18,水,,,13,18,17700,3,3000,3,2400,3,2700,2,1800,4,4800,3,3000,7.6,晴時々薄曇,0.0,10.53,0.0,2.4,5.6,1011.7,55.0,5.2,9.5,13.2,2.8,0.0,11,2
2024-12-19,木,,,15,21,20300,6,6000,5,4000,3,2700,2,1800,4,4800,1,1000,5.2,その他,0.5,7.72,0.0,2.8,5.3,1014.7,61.0,5.1,10.5,8.3,2.5,0.0,0,3
2024-12-20,金,,,18,33,31800,7,7000,6,4800,7,6300,5,4500,6,7200,2,2000,6.5,薄曇一時晴,0.0,9.39,0.0,1.7,5.6,1017.7,58.0,3.7,5.9,11.6,1.1,0.0,22,4
2024-12-21,土,,,10,15,14600,2,2000,3,2400,2,1800,2,1800,3,3600,3,3000,9.4,晴,0.0,10.75,0.0,3.4,7.2,1005.5,61.0,8.2,16.1,16.5,2.8,0.0,3,5
2024-12-23,月,,,13,21,20500,5,5000,3,2400,3,2700,2,1800,3,3600,5,5000,6.1,快晴,0.0,11.53,0.0,2.9,3.7,1011.3,40.0,5.7,10.9,11.1,2.4,0.0,2,0
2024-12-24,火,,,22,26,24900,6,6000,5,4000,6,5400,3,2700,4,4800,2,2000,6.7,快晴,0.0,11.35,0.0,2.8,4.4,1014.3,47.0,7.0,12.8,12.2,1.8,0.0,2,1
2024-12-25,水,,,20,26,25400,7,7000,6,4800,4,3600,2,1800,6,7200,1,1000,7.7,曇時々晴,0.0,8.66,0.0,2.5,4.8,1021.1,46.0,6.0,10.7,11.3,4.5,0.0,19,2
2024-12-26,木,,,8,9,8800,2,2000,2,1600,1,900,1,900,2,2400,1,1000,8.9,晴,0.0,10.28,0.0,1.7,6.1,1008.3,54.0,4.2,8.2,14.7,3.4,0.0,3,3
2024-12-27,金,,,15,31,30400,6,6000,6,4800,6,5400,4,3600,8,9600,1,1000,7.4,晴後一時曇,0.0,9.55,0.0,2.2,5.2,1006.9,51.0,4.6,9.2,12.7,3.8,0.0,6,4
2024-12-28,土,,,11,18,16900,4,4000,5,4000,3,2700,2,1800,2,2400,2,2000,5.4,晴後一時曇,0.0,10.35,0.0,1.7,5.2,1008.1,59.0,4.0,9.4,11.5,1.4,0.0,6,5
2024-12-30,月,,,16,19,18800,4,4000,3,2400,4,3600,2,1800,5,6000,1,1000,6.2,薄曇一時晴,0.0,8.25,0.0,2.1,5.0,1017.1,53.0,4.7,9.7,10.3,3.5,0.0,22,0
2024-12-31,火,,,17,37,35900,11,11000,7,5600,8,7200,3,2700,7,8400,1,1000,8.0,晴時々曇,0.0,10.69,0.0,2.2,5.8,1003.4,55.0,5.8,12.3,14.6,2.8,0.0,10,1
2025-01-01,水,,,15,16,15300,3,3000,4,3200,3,2700,2,1800,3,3600,1,1000,7.1,快晴,0.0,11.45,0.0,2.8,3.7,1012.4,37.0,6.1,12.0,12.2,4.1,0.0,2,2
2025-01-02,木,,,19,30,29000,6,6000,6,4800,5,4500,3,2700,5,6000,5,5000,7.8,晴後一時曇,0.0,11.17,0.0,1.7,5.4,1012.3,52.0,3.6,5.8,13.9,2.1,0.0,6,3
2025-01-03,金,,,16,24,23200,6,6000,4,3200,4,3600,2,1800,3,3600,5,5000,5.5,その他,0.0,3.97,0.0,2.1,6.8,1011.8,76.0,4.6,7.3,7.6,3.7,0.0,0,4
2025-01-04,土,,,9,13,12600,3,3000,2,1600,2,1800,2,1800,2,2400,2,2000,5.1,快晴,0.0,11.79,0.0,2.1,4.5,1016.7,53.0,4.6,8.3,9.6,1.6,0.0,2,5
2025-01-06,月,,,5,6,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,4.5,曇後雨,25.0,4.26,0.0,1.8,6.4,1011.1,75.0,5.4,9.7,8.1,1.5,0.0,18,0
2025-01-07,火,,,14,16,15400,4,4000,4,3200,2,1800,2,1800,3,3600,1,1000,8.1,その他,0.0,7.34,0.0,2.3,7.6,998.1,72.0,6.0,11.6,12.9,3.6,0.0,0,1
2025-01-08,水,,,8,10,9800,2,2000,2,1600,1,900,1,900,2,2400,2,2000,6.6,晴,0.0,10.1,0.0,2.3,3.8,1005.5,40.0,4.6,7.8,12.3,2.7,0.0,3,2
2025-01-09,木,,,13,14,13400,4,4000,3,2400,2,1800,2,1800,2,2400,1,1000,6.7,快晴,0.0,10.8,0.0,3.1,3.6,1004.5,37.0,6.1,12.1,12.7,2.3,0.0,2,3
2025-01-10,金,,,18,28,27500,7,7000,4,3200,4,3600,3,2700,5,6000,5,5000,4.6,快晴,0.0,12.46,0.0,3.3,2.9,1011.3,35.0,7.4,13.1,9.4,0.1,0.0,2,4
2025-01-11,土,,,11,20,19400,6,6000,4,3200,2,1800,2,1800,3,3600,3,3000,5.3,晴,0.0,12.51,0.0,2.2,3.7,1018.2,42.0,5.5,9.8,11.3,0.2,0.0,3,5
